Indiv,Sire,Dam,Sex,Breed,Born,BV
276000890755223,NA,NA,female,Hinterwaelder,1998,0.76285457060257
276000802898562,276000802884464,276000802427683,male,Hinterwaelder,1981,-0.727641718422283
276000890743683,NA,NA,female,unbek0,NA,NA
276000802060580,NA,NA,male,unbek0,NA,NA
276000890849083,NA,NA,female,Hinterwaelder,1995,0.585994480963485
276000802947430,276000802932717,276000802908478,female,Hinterwaelder,1993,-0.648294773137409
276000802875160,276000803622446,276000802428243,male,Hinterwaelder,1976,-1.0353528834408
276000802898456,276000802884158,276000802842383,female,Hinterwaelder,1981,-1.41480251940814
276000811595764,276000802938370,276000802925145,female,Hinterwaelder,2000,0.79337791705735
276000808406545,NA,276000802947645,female,Hinterwaelder,1995,0.579431512109403
276000802883943,276000802429359,276000802429315,female,Hinterwaelder,1978,-0.629743504406165
276000802682282,NA,NA,female,Hinterwaelder,1978,-0.372786783863643
276000890147993,NA,NA,female,Hinterwaelder,1995,0.175902757375014
276000891934030,NA,276000890583416,female,Hinterwaelder,2004,0.948654050171327
276000802938084,NA,NA,female,Hinterwaelder,1984,-0.45680738755307
276000802870907,NA,NA,female,Hinterwaelder,1973,-0.685213218717423
276000802883681,276000803622423,276000802428801,female,Hinterwaelder,1977,-2.54862483229077
276000808406665,NA,NA,female,Hinterwaelder,1994,0.317012208595032
276000890821873,NA,NA,female,Hinterwaelder,1991,-0.0746177001160827
276000890232643,NA,NA,female,Hinterwaelder,1997,0.255941102822432
276000891899137,NA,276000811287143,female,Hinterwaelder,2005,0.784833077353899
276000810748534,276000808406606,276000808406471,female,Hinterwaelder,1997,0.100101818711508
276000813270989,276000891862786,276000812497660,male,Hinterwaelder,2006,0.587722941392645
276000802940670,276000802932731,276000802925688,female,Hinterwaelder,1992,-0.232112595320279
276000808566745,NA,NA,female,Hinterwaelder,1987,0.38800620571843
276000802820172,276000800000672,276000802820169,female,Hinterwaelder,1962,-1.90957060139342
276000813533569,276000891618444,276000810958497,male,Hinterwaelder,2008,1.10543068248901
276000891432093,276000811157781,276000810087462,female,Hinterwaelder,2000,0.0143473203178879
276000891414169,NA,276000810087424,female,Hinterwaelder,2002,0.243114324821223
276000810957820,276000810957811,276000810957812,female,Hinterwaelder,2000,0.255452719104329
276000891248337,NA,276000890767428,female,Hinterwaelder,2003,1.02378130621635
276000800003539,NA,NA,female,Hinterwaelder,1956,-2.8510521974817
276000891709177,NA,276000891198539,female,Hinterwaelder,2003,0.945571080764235
276000891600430,NA,276000891216735,female,Hinterwaelder,2002,0.594631507715164
276000891497242,NA,276000890803440,female,Hinterwaelder,2001,1.27441383566979
276000802423384,276000803611175,276000802420292,female,Hinterwaelder,1966,-1.4506546801777
276000802922774,276000802938371,276000802925948,female,Hinterwaelder,1994,0.0737734814054416
276000890893418,NA,NA,female,unbek0,NA,NA
276000813134331,276000812750000,276000812749567,female,Hinterwaelder,2007,0.495868030281321
276000890645560,NA,NA,female,Hinterwaelder,1991,-0.0413743112589495
276000891861582,NA,276000891450174,female,Hinterwaelder,2003,0.715886204701413
276000892241999,NA,276000891298891,female,Hinterwaelder,2006,1.66339262643035
276000802898927,276000802884074,276000802884103,male,Hinterwaelder,1982,-1.19307333880886
276000891937845,NA,276000890979154,female,Hinterwaelder,2004,1.69071010013471
276000810331609,276000802940243,276000802922843,female,Hinterwaelder,1996,0.572695384093598
276000802932262,276000802918789,276000802918887,female,Hinterwaelder,1989,-0.326610577092401
276000802932803,276000802925094,276000802918354,female,Hinterwaelder,1990,-0.518100681005325
276000892006015,NA,276000808567758,female,Hinterwaelder,2007,0.95826556769222
276000802427210,NA,NA,female,Hinterwaelder,1971,-0.866682774226223
276000812496919,276000811903149,276000811157911,female,Hinterwaelder,2004,0.348697832212699
276000890785083,NA,NA,female,Hinterwaelder,1998,0.768575558002855
276000890295181,NA,NA,female,unbek0,NA,NA
276000808569050,NA,NA,female,Hinterwaelder,1993,0.557932265442488
276000813677653,276000812749560,276000811287151,female,Hinterwaelder,2006,0.66038546788032
276000803622474,276000803611115,276000802626500,male,Hinterwaelder,1972,-1.10283559114129
276000811918797,NA,276000810477634,female,Hinterwaelder,2002,1.73825795136017
276000802908753,276000802898244,276000802884549,male,Hinterwaelder,1985,-0.803187329727421
276000802908227,276000802898244,276000802898116,female,Hinterwaelder,1983,-0.984534127023485
276000812749722,276000811902826,276000802930211,female,Hinterwaelder,2004,0.0659194494138632
276000802423336,276000803611178,276000802420581,female,Hinterwaelder,1965,-2.0363042636247
276000891091203,NA,276000890051351,female,Hinterwaelder,2000,0.59075210127173
276000891872454,NA,276000890008206,female,Hinterwaelder,2004,0.861042158224324
276000890458825,NA,NA,female,Hinterwaelder,1997,0.591075751666836
276000802847526,276000803611292,276000802629596,female,Hinterwaelder,1971,-2.40815962870373
276000890296795,NA,NA,female,Hinterwaelder,1998,1.18213604423522
276000811597029,276000810748471,276000802947867,female,Hinterwaelder,2000,0.104415746721624
276000802422962,276000803611173,276000802420471,female,Hinterwaelder,1965,-2.21073974469416
276000811157888,276000808406738,276000808591250,female,Hinterwaelder,1999,0.361346168737252
276000890908005,NA,NA,female,Hinterwaelder,2000,1.04676576486814
276000810332843,276000802947311,276000802947158,female,Hinterwaelder,1996,-0.454312282397815
276000813533577,276000812497583,276000811157917,male,Hinterwaelder,2007,0.493405527898165
276000808591211,276000802918443,276000802925763,female,Hinterwaelder,1995,0.238687779472898
276000811597136,276000811597025,276000811044165,female,Hinterwaelder,2002,0.262848043301531
276000802940516,276000802925575,276000802918061,female,Hinterwaelder,1992,0.0239446149232988
276000803611286,276000802424013,276000802422327,male,Hinterwaelder,1968,-1.52393451463229
276000891155432,NA,NA,female,Hinterwaelder,1999,0.749152110403503
276000812771539,276000812497659,276000891448492,female,Hinterwaelder,2006,0.254810509502871
276000891327153,NA,276000890109666,female,Hinterwaelder,2001,1.40133479584254
276000802918163,NA,NA,female,Hinterwaelder,1980,-0.0771408245048309
276000802918623,276000802898570,276000802883990,female,Hinterwaelder,1987,-1.14286489660387
276000802938102,NA,NA,female,Hinterwaelder,1985,-0.0324181047137601
276000891545387,NA,276000890873348,female,Hinterwaelder,2001,1.00347701012781
276000802884497,NA,NA,female,Hinterwaelder,1977,-0.0647044142581059
276000802938135,276000802925687,276000802918944,male,Hinterwaelder,1991,-0.691567029321714
276000890570645,NA,NA,female,Hinterwaelder,1986,0.422089204534436
276000802427389,NA,NA,female,Hinterwaelder,1968,-2.3210516928379
276000811157840,276000810748374,276000802922821,female,Hinterwaelder,1999,0.284760623761464
276000890882115,NA,NA,female,unbek0,NA,NA
276000802932653,276000802918656,276000802428248,female,Hinterwaelder,1990,-1.08469926851686
276000813389023,276000812939354,276000813325773,female,Hinterwaelder,2007,0.400198195679424
276000802908429,276000802898244,276000802429315,female,Hinterwaelder,1984,-0.696544431818213
276000812346719,276000811596040,276000811287151,female,Hinterwaelder,2002,0.675772891679148
276000811063881,NA,NA,female,Hinterwaelder,1986,0.856835776666401
276000802865615,276000803622417,276000802424089,male,Hinterwaelder,1975,-1.4577874567129
276000813496060,276000810958214,276000812448845,female,Hinterwaelder,2008,0.866748980141499
276000892223916,NA,276000891497176,female,Hinterwaelder,2007,1.65730870418327
276000892158787,NA,276000890676897,female,Hinterwaelder,2006,0.982646908641965
276000808591079,276000802940658,276000802925642,female,Hinterwaelder,1995,-0.254736161943343
276000802420361,NA,NA,female,Hinterwaelder,1954,-2.96700945639612
276000812201928,276000811595969,276000810748365,female,Hinterwaelder,2002,0.595730957362507
276000803611327,276000803611268,276000802423317,male,Hinterwaelder,1970,-1.698373199957
276000811063913,276000810087540,276000802947937,male,Hinterwaelder,1998,-0.0238499836956921
276000802420706,NA,NA,female,Hinterwaelder,1952,-3.37176769279403
276000802898830,NA,276000802898158,female,Hinterwaelder,1982,0.283655767735168
276000802907816,NA,NA,female,Hinterwaelder,1977,-0.264069869614139
276000891808912,NA,276000890812688,female,Hinterwaelder,2003,1.07316429961055
276000802925825,NA,276000802884371,female,Hinterwaelder,1989,-0.0609337161308214
276000802938919,276000802898580,276000802884194,female,Hinterwaelder,1992,-0.583438585382476
276000890649134,NA,NA,female,Hinterwaelder,1995,0.642228137860017
276000812689260,276000811288187,276000802944852,female,Hinterwaelder,2003,0.484710819719215
276000891224106,NA,276000810331778,female,Hinterwaelder,2001,1.27725032405513
276000802856323,276000803611285,276000802425204,female,Hinterwaelder,1973,-1.6607990267428
276000891687419,NA,276000890645523,female,Hinterwaelder,2003,1.01037939667323
276000890417093,NA,NA,female,Hinterwaelder,1997,0.0509046749901794
276000802932967,276000802918730,276000802918574,female,Hinterwaelder,1991,-0.389355156627741
276000890112250,NA,276000890126310,female,Hinterwaelder,2002,0.705361708759596
276000812905075,NA,NA,female,Vorderwaelder,2005,1.26680053468836
276000813256298,276000810958214,276000810748489,female,Hinterwaelder,2005,0.661741839533331
276000808567781,NA,NA,female,Hinterwaelder,1995,0.934566113601247
276000891360819,NA,NA,female,unbek0,NA,NA
276000890433182,NA,NA,female,unbek0,NA,NA
276000802232403,276000802883751,276000802908726,female,Hinterwaelder,1989,-0.387533537205281
276000802885257,NA,276000802885291,female,Hinterwaelder,1978,-0.585193427337605
276000810332318,276000811044151,276000808567751,female,Hinterwaelder,2000,0.594606412323358
276000813024692,276000812346614,276000802947310,female,Hinterwaelder,2005,0.348269537889858
276000802918205,NA,NA,female,Hinterwaelder,1975,-0.433220944684652
276000811902939,276000811157781,276000808337102,female,Hinterwaelder,2001,0.131363421686394
276000890657299,NA,NA,female,Hinterwaelder,1990,0.650489628881858
276000802907868,276000802898273,276000802884207,female,Hinterwaelder,1985,-0.363582290796168
276000813256317,276000811903006,276000810748498,female,Hinterwaelder,2006,0.63671016011932
276000890976884,NA,276000808519445,female,Hinterwaelder,2001,0.476173226357827
276000802932322,276000802918837,276000802918360,female,Hinterwaelder,1990,-0.806086096268657
276000891763032,NA,276000891432093,female,Hinterwaelder,2003,0.915899111305928
276000890882116,NA,NA,female,unbek0,NA,NA
276000813466224,276000812771544,276000891534113,female,Hinterwaelder,2006,1.31460848548848
276000812051232,NA,276000811052979,female,Hinterwaelder,2001,1.37172075848756
276000802898648,276000802884099,276000802865763,female,Hinterwaelder,1982,-0.231831628208731
276000813024893,276000812496664,276000812201924,female,Hinterwaelder,2004,0.380067699975439
276000812687287,276000811596847,276000810891184,female,Hinterwaelder,2003,0.385536154532539
276000803611305,276000802424013,276000802420486,male,Hinterwaelder,1969,-1.92833979907469
276000802947848,276000802938196,276000802918326,female,Hinterwaelder,1993,-0.0798692350110858
276000811287630,276000810087794,276000802938531,male,Hinterwaelder,1999,-0.122847418703192
276000891964884,NA,276000891560903,female,Hinterwaelder,2005,1.26284688687789
276000802884436,NA,NA,female,Hinterwaelder,1979,-0.222434548099632
276000813590664,276000812347378,276000802940791,female,Hinterwaelder,2006,0.748871728689399
276000891623127,NA,NA,female,Hinterwaelder,2003,0.927243669122387
276000812347139,276000811476505,276000811287619,male,Hinterwaelder,2002,0.657651861499973
276000891964173,NA,276000811157963,female,Hinterwaelder,2005,0.728472932543141
276000892061490,NA,276000890369493,female,Hinterwaelder,2006,0.966193240473493
276000891812306,NA,276000891362251,female,Hinterwaelder,2004,0.320061011721953
276000802820049,NA,276000800002521,female,Hinterwaelder,1960,-2.05364380808775
276000811286944,276000810331145,276000802925588,male,Hinterwaelder,1999,0.203126804037372
276000812898233,276000808336829,276000810940695,female,Hinterwaelder,2005,0.688997464576494
276000891679127,NA,NA,female,unbek0,NA,NA
276000802925021,276000802908753,276000802898551,female,Hinterwaelder,1987,-1.09550096416844
276000802938088,NA,NA,female,Hinterwaelder,1988,0.138565343850052
276000890816984,NA,NA,female,Hinterwaelder,1993,1.08385764380653
276000802918993,276000802908632,276000802908702,female,Hinterwaelder,1987,-0.325295520629315
276000812346931,276000811287400,276000808337232,female,Hinterwaelder,2002,0.246554736675603
276000802898914,276000802875160,276000802875549,female,Hinterwaelder,1982,-1.52762033047567
276000802875438,NA,NA,female,Hinterwaelder,1974,-0.641316659297959
276000802420530,NA,NA,female,Hinterwaelder,1959,-2.88820956108334
276000812496984,276000811287400,276000802922921,female,Hinterwaelder,2002,0.716282322979748
276000802883992,NA,NA,female,Hinterwaelder,1969,-2.38144476442532
276000890088863,NA,NA,female,Hinterwaelder,1996,0.714149907911234
840000007626076,NA,NA,male,unbek0,NA,NA
276000891216737,NA,NA,female,unbek0,NA,NA
276000810957907,276000802922637,276000802918363,female,Hinterwaelder,1998,-0.319596603445065
276000811903208,276000810957987,276000810087156,female,Hinterwaelder,2001,0.0966659967054323
276000802947051,276000802932785,276000802925895,female,Hinterwaelder,1992,-0.12897048120128
276000890484650,NA,NA,female,unbek0,NA,NA
276000802938459,276000802932174,276000802925632,female,Hinterwaelder,1991,-0.0701813549844642
276000890089706,NA,NA,female,Hinterwaelder,1994,-0.0462123321393847
276000803622401,276000802423216,276000802420311,male,Hinterwaelder,1968,-1.93670225233594
276000890733488,NA,276000890733481,female,Hinterwaelder,2000,0.825669449420046
276000802898219,276000802883736,276000802428335,female,Hinterwaelder,1980,-0.707538977572622
276000891609477,276000811461607,276000808591205,female,Hinterwaelder,2002,0.668763471490335
276000802420135,NA,NA,female,Hinterwaelder,1961,-2.41042471968294
276000813256051,276000812346697,276000811043966,female,Hinterwaelder,2005,-0.0012255292850807
276000803611215,276000803611149,276000802420533,male,Hinterwaelder,1964,-2.42037990523165
276000802925749,NA,NA,female,Hinterwaelder,1985,0.501378018380498
276000811823368,276000811267603,276000811267610,female,Hinterwaelder,2002,0.786508099615824
276000811287298,276000808336829,276000802947080,female,Hinterwaelder,2000,1.14487000047873
276000890850302,NA,NA,female,Hinterwaelder,1992,0.551400832567739
276000813270946,276000811082118,276000890528244,male,Hinterwaelder,2005,1.04685284451696
276000802875419,276000803622467,276000802426166,female,Hinterwaelder,1977,-1.41285152327314
276000802918497,276000802908566,276000802918140,female,Hinterwaelder,1986,-0.774944610901161
276000810748464,276000802922995,276000808406575,female,Hinterwaelder,1997,-0.146103967713536
276000891533876,NA,276000890612515,female,Hinterwaelder,2002,0.979323927935843
276000803611339,276000803611247,276000802820025,male,Hinterwaelder,1970,-1.09094978666177
276000890847531,NA,276000891257522,female,Hinterwaelder,1997,1.07774071086036
276000891899131,NA,276000810958010,female,Hinterwaelder,2003,0.531569871214598
276000892127410,NA,276000891318862,female,Hinterwaelder,2006,1.15021511913445
276000890839465,NA,NA,female,Hinterwaelder,1994,-0.305643258829047
276000811918801,NA,276000810477633,female,Hinterwaelder,2002,0.780436281740961
276000802423329,276000803611166,276000802420237,female,Hinterwaelder,1965,-2.11818106093915
276000802862913,276000803611375,276000802847524,female,Hinterwaelder,1974,-0.869513210944588
276000891798773,NA,276000890254930,female,Hinterwaelder,2003,0.644736460144773
276000812459430,276000811597025,276000891204714,female,Hinterwaelder,2003,1.07684984248555
276000890830008,NA,NA,female,Hinterwaelder,1989,0.41930959026159
276000802426286,276000803611274,276000802422325,female,Hinterwaelder,1970,-1.62621729728822
276000891545405,NA,276000890251449,female,Hinterwaelder,2002,0.952654025319887
276000813162156,276000802938228,276000811081807,male,Hinterwaelder,2004,0.80691996555005
276000802898205,276000802875427,276000802865722,female,Hinterwaelder,1980,-1.24533388294752
276000802422969,NA,NA,female,Hinterwaelder,1966,-2.49995779651747
276000891545393,NA,276000890873324,female,Hinterwaelder,2001,0.635709232378768
276000890254104,NA,NA,female,unbek0,NA,NA
276000808519398,276000802938228,276000802925128,male,Hinterwaelder,1995,-0.35865607863839
276000891435946,NA,NA,female,unbek0,NA,NA
276000890047191,NA,NA,female,Hinterwaelder,1995,0.487644707189189
276000802918023,NA,NA,female,Hinterwaelder,1985,0.120624000763633
276000891388997,276000810958214,276000890361598,female,Hinterwaelder,2004,1.36488235401548
276000891961837,NA,276000891471209,female,Hinterwaelder,2004,1.19096521515496
276000812361641,276000811287253,276000810327494,female,Hinterwaelder,2002,0.0429724147731671
276000802875459,276000803622421,276000802424042,female,Hinterwaelder,1977,-0.889591403641146
276000810087278,NA,NA,female,Hinterwaelder,1988,-0.123583774867376
276000812497362,276000811286979,276000802947946,female,Hinterwaelder,2003,0.605817999404311
276000892340282,NA,276000890048117,female,Hinterwaelder,2007,1.3935011882462
276000811157976,276000808337251,276000808591082,female,Hinterwaelder,1999,-0.141453841055866
276000802420420,276000800000661,276000802420419,female,Hinterwaelder,1960,-1.98332775836274
276000892120669,NA,276000890818827,male,Hinterwaelder,2006,1.03249411119633
276000891898169,NA,276000812496991,female,Hinterwaelder,2007,1.13758920102656
276000891709637,NA,276000891217574,female,Hinterwaelder,2003,1.21036043904957
276000813270899,276000812689269,276000811044162,female,Hinterwaelder,2006,0.786339145973246
276000810087124,276000802947178,276000802947297,female,Hinterwaelder,1995,-0.338602565184524
276000890838398,NA,276000890105655,female,Hinterwaelder,1999,1.02661335539745
276000890421027,NA,NA,female,Hinterwaelder,1995,0.673350460630362
276000890730548,NA,NA,female,Hinterwaelder,1996,0.534548482446336
276000810332863,276000802947972,276000802936271,female,Hinterwaelder,1996,0.471327354072365
276000812177432,NA,276000811287147,female,Hinterwaelder,2002,0.46851974884876
276000802940234,276000802925428,276000802938091,female,Hinterwaelder,1992,0.0870262596165086
276000812511519,276000810331818,276000810328605,female,Hinterwaelder,2003,0.410858430474018
276000812201836,276000810958214,276000810331152,female,Hinterwaelder,2002,-0.195296171921522
276000802426292,276000802424761,276000802420298,female,Hinterwaelder,1970,-2.0014853638224
276000892256226,NA,276000890313031,female,Hinterwaelder,2007,1.04338834029765
276000891918751,NA,276000811287749,female,Hinterwaelder,2003,0.873255935660346
276000802947990,276000802938395,276000802932571,male,Hinterwaelder,1994,0.19749121705356
276000802947326,276000802938195,276000802918607,female,Hinterwaelder,1993,-0.235342019232456
276000812433087,276000811596773,276000811052972,female,Hinterwaelder,2003,0.701059427828549
276000808567718,NA,NA,female,Hinterwaelder,1993,0.634852971229058
276000810087062,276000802940243,276000802940597,female,Hinterwaelder,1995,-0.472761801866511
276000802875194,276000803622413,276000802427567,male,Hinterwaelder,1976,-1.82387161451007
276000802420083,276000800000654,NA,female,Hinterwaelder,1960,-2.02004002053048
276000890817029,NA,NA,female,Hinterwaelder,1995,0.290944802028393
276000891090570,NA,276000890879200,female,Hinterwaelder,1999,1.34843442656042
276000812749910,276000812346684,276000811596739,female,Hinterwaelder,2004,0.236499194828565
276000892259061,NA,276000812114241,female,Hinterwaelder,2006,0.920587845052088
276000802884525,276000803622474,276000802865652,male,Hinterwaelder,1980,-0.134780063675565
276000891626541,NA,276000810958946,female,Hinterwaelder,2001,0.89612953065467
276000802925665,276000802918145,276000802908103,female,Hinterwaelder,1988,-0.30515703463827
276000813270758,276000891466354,276000811158216,female,Hinterwaelder,2006,0.0970890369760514
276000812347475,276000811595967,276000890232641,male,Hinterwaelder,2002,0.264380144820265
276000891680369,NA,276000890584273,female,Hinterwaelder,2004,1.60320056649573
276000810957933,276000808406738,276000802938117,male,Hinterwaelder,1998,0.0614439777974393
276000811287689,276000810332911,276000802947246,male,Hinterwaelder,1999,0.529953242972465
276000802947385,276000802932174,276000802925329,female,Hinterwaelder,1993,-0.325110852875818
276000800003413,NA,NA,female,unbek0,NA,NA
276000891471196,NA,276000890728732,female,Hinterwaelder,2001,1.57973228109227
276000811903651,276000810957909,276000808567684,female,Hinterwaelder,2001,0.157089494051044
276000802918592,276000802908354,276000802898906,female,Hinterwaelder,1986,-0.947693959186115
276000802875298,276000803622428,276000802424083,female,Hinterwaelder,1976,-1.45061915528803
276000812395443,276000811597084,276000808567714,male,Hinterwaelder,2002,0.919659716307747
276000811154114,276000810331522,276000808567758,female,Hinterwaelder,2000,0.87644878342583
276000891655820,276000802918415,276000810958546,female,Hinterwaelder,2002,-0.507892534838031
276000802898729,276000802884037,276000802426962,male,Hinterwaelder,1982,-0.948839996223152
276000812496709,276000811902728,276000811157822,female,Hinterwaelder,2003,-0.0487288597894747
276000892061472,NA,276000891434002,female,Hinterwaelder,2004,0.761120220871612
276000802947652,276000802938011,276000802932972,male,Hinterwaelder,1993,0.229140775158244
276000811267609,NA,276000811074493,female,Hinterwaelder,2000,0.177993945271862
276000890328772,NA,NA,female,unbek0,NA,NA
276000891017202,276000810087875,276000802947848,female,Hinterwaelder,1999,0.148142964239589
276000802918369,276000802908354,276000802875513,female,Hinterwaelder,1986,-1.24927445894519
276000891563387,NA,276000891276060,female,Hinterwaelder,2002,1.14015254653718
276000811287377,276000810331368,276000808519289,female,Hinterwaelder,1999,-0.151161444709415
276000810332854,276000802947972,276000808567750,female,Hinterwaelder,1997,0.811364604937947
276000812346795,276000811287380,276000810087487,female,Hinterwaelder,2002,0.742756141327558
276000802422268,276000803611137,276000802422647,female,Hinterwaelder,1963,-2.15001250082976
276000810332316,276000802922995,276000802938180,female,Hinterwaelder,1997,-0.298689412892477
276000802918859,276000802908591,276000802428258,female,Hinterwaelder,1987,-0.641033148127521
276000802925411,276000802898348,276000802898699,female,Hinterwaelder,1988,-0.235514581772498
276000802424182,276000803611243,276000802423363,female,Hinterwaelder,1968,-2.49306620760866
276000891634273,NA,276000890110706,female,Hinterwaelder,2002,0.748455124023789
276000890166911,NA,NA,female,Hinterwaelder,1996,-0.194368630490953
276000810331594,276000802947592,276000808406537,female,Hinterwaelder,1996,0.337727863624834
276000810958910,276000810331377,276000810332943,female,Hinterwaelder,2000,-0.403250414255545
276000891990414,276000810958214,276000891234479,female,Hinterwaelder,2007,1.11199263217307
276000802922985,276000802940211,276000802907962,female,Hinterwaelder,1994,-0.106598032685065
276000892028880,NA,276000891216741,female,Hinterwaelder,2004,1.0224836783205
276000802925376,276000802918099,276000802918211,female,Hinterwaelder,1988,-0.11367957880813
276000802947231,276000802938011,276000802898521,female,Hinterwaelder,1993,-0.317384998832141
276000802918229,NA,NA,female,Hinterwaelder,1981,-0.400443979969927
276000808567727,NA,NA,female,Hinterwaelder,1993,0.462663938153663
276000891084105,NA,NA,female,Hinterwaelder,1995,0.72515691102498
276000890107886,NA,NA,female,Hinterwaelder,1988,0.406400744261372
276000802947152,276000802932703,276000802932690,female,Hinterwaelder,1993,-0.783006645009205
276000891497102,NA,276000811080602,female,Hinterwaelder,2001,-0.0233206988033993
276000802918450,276000802908196,276000802884077,female,Hinterwaelder,1986,-0.504899201228982
276000890232644,NA,NA,female,Hinterwaelder,1990,0.785885648293543
276000890101698,NA,NA,female,unbek0,NA,NA
276000810331012,276000808406738,276000808336945,female,Hinterwaelder,1997,-0.00944492417448035
276000802908172,276000802898109,276000802427317,female,Hinterwaelder,1983,-1.15366745977959
276000890088406,NA,276000890088403,female,Hinterwaelder,2000,0.564370527896316
276000812749595,276000808336829,276000812496671,female,Hinterwaelder,2005,0.918283658963157
276000802947310,276000802932033,276000802898683,female,Hinterwaelder,1993,-0.0830769143060537
276000812511515,NA,276000810332848,female,Hinterwaelder,2003,1.15627721726864
276000810087292,276000802940243,276000802940708,male,Hinterwaelder,1996,-1.00588759476515
276000802884373,276000802875002,276000802427328,female,Hinterwaelder,1979,-1.0670733603953
276000802938426,NA,NA,female,Hinterwaelder,1989,0.537584046362259
276000891198539,NA,NA,female,unbek0,NA,NA
276000802820132,NA,NA,female,Hinterwaelder,1956,-2.98997244926116
276000891438774,276000811287689,276000810332857,female,Hinterwaelder,2001,0.438628153393215
276000810332407,276000802922679,276000802940511,female,Hinterwaelder,1997,0.219313632062412
276000802424019,276000803611173,276000802420487,female,Hinterwaelder,1966,-2.85600828195475
276000802828670,276000803611192,276000802820153,female,Hinterwaelder,1966,-2.22035291828833
276000802884495,NA,NA,female,Hinterwaelder,1977,-0.533509498957808
276000802925085,276000802908469,276000802898672,female,Hinterwaelder,1987,-0.772088337261675
276000891819142,NA,276000890628344,female,Hinterwaelder,2003,0.604773330581923
276000802940685,276000802932717,276000802908217,female,Hinterwaelder,1992,-0.492716637054132
276000890111872,NA,NA,female,unbek0,NA,NA
276000891832061,NA,276000810332265,female,Hinterwaelder,2003,0.86411293579991
276000892044530,NA,276000811063907,female,Hinterwaelder,2006,1.33449097844759
276000891563542,NA,276000890327531,female,Hinterwaelder,2001,0.551502151835363
276000802918239,NA,NA,female,Hinterwaelder,1983,-0.375015564214317
276000802429250,276000803611336,276000802422567,female,Hinterwaelder,1974,-2.26709275408673
276000810087427,276000802922637,276000802932653,female,Hinterwaelder,1996,0.0511731407083293
276000891388661,NA,276000890002389,female,Hinterwaelder,2000,1.05953568616963
276000802932843,276000802898570,276000802925229,female,Hinterwaelder,1990,-0.466188077283896
276000802922878,276000802940243,276000802932018,female,Hinterwaelder,1994,-0.699327283197814
276000813024766,276000812202159,276000810087978,female,Hinterwaelder,2005,0.869538613120725
276000810332528,276000802922679,276000802940561,female,Hinterwaelder,1997,-0.238730737924064
276000812749539,276000811287630,276000811902736,female,Hinterwaelder,2004,0.138347417999863
276000891561867,276000811595860,276000891352085,female,Hinterwaelder,2004,0.571848236041619
276000811739401,276000810068965,276000802722693,female,Hinterwaelder,2000,0.6057740611749
276000890860412,NA,NA,female,Hinterwaelder,1990,0.899357214894053
276000810331009,276000808591101,276000802922752,female,Hinterwaelder,1998,0.426848399596786
276000890329536,NA,NA,female,Hinterwaelder,1994,0.842982401419055
276000803611328,276000802424761,276000802423309,male,Hinterwaelder,1970,-1.39080766548713
276000810332900,276000810757652,276000810958851,female,Hinterwaelder,2000,0.0742981182614517
276000813270788,276000812496855,276000812688861,female,Hinterwaelder,2006,0.432305675368325
276000802820166,NA,NA,female,Hinterwaelder,1960,-2.74489525355877
276000810958017,276000808337143,276000808337338,female,Hinterwaelder,1998,-0.205621285758867
276000802908019,NA,276000802884094,female,Hinterwaelder,1983,-0.273730114493764
276000802925282,NA,NA,female,Hinterwaelder,1988,-0.115165107983156
276000802918618,276000802908193,276000802908581,female,Hinterwaelder,1987,-0.571401654302382
276000891657333,NA,276000890831281,female,Hinterwaelder,2003,1.01354832702136
276000810087136,NA,276000802932322,female,Hinterwaelder,1995,0.327241154620171
276000802420200,NA,NA,female,Hinterwaelder,1956,-3.12875827822849
276000813369227,276000812749837,276000891185915,male,Hinterwaelder,2006,0.335872260179608
276000810331783,276000802947932,276000802932849,female,Hinterwaelder,1996,0.0278965826852906
276000802060573,NA,NA,male,Hinterwaelder,1955,-2.96031022025781
276000802908545,276000802898449,276000802898019,female,Hinterwaelder,1984,-1.3644643515133
276000811287760,276000810957909,276000810332402,female,Hinterwaelder,2000,-0.187317035863606
276000891427686,NA,276000890159680,female,Hinterwaelder,2002,0.873504282343702
276000802918928,276000802908503,276000802884033,female,Hinterwaelder,1987,0.521350642122991
276000802875129,276000802429256,276000802425292,female,Hinterwaelder,1976,-1.81637223576608
276000811157781,276000808519398,276000808337139,male,Hinterwaelder,1998,0.284653665773981
276000890482208,NA,276000890847484,female,Hinterwaelder,1998,0.510570893203018
276000810475391,276000802940768,276000808567755,female,Hinterwaelder,1996,0.432183466702742
276000811715604,276000802938370,276000808567781,female,Hinterwaelder,2000,-0.108943308638288
276000813281652,NA,276000811903518,female,Hinterwaelder,2006,0.553659418958544
276000891883808,NA,276000890777055,female,Hinterwaelder,2004,0.922315884642982
276000802898567,276000802883769,276000802427231,female,Hinterwaelder,1981,-0.35297437449644
276000811233628,276000810087267,276000802940748,female,Hinterwaelder,1999,0.129939066694633
276000890169588,NA,276000891189031,female,Hinterwaelder,1996,0.432367830280815
276000810958960,276000810331377,276000808519328,female,Hinterwaelder,1999,-0.0553991289039235
276000810748363,276000802938193,276000802932849,female,Hinterwaelder,1997,0.200459256772303
276000892092562,NA,276000891658064,female,Hinterwaelder,2005,1.2503929966806
276000802428832,NA,276000802422497,female,Hinterwaelder,1971,-1.25993293242846
